Gene_ID	Count
Pcer_024115-RA	1
Pcer_024145-RA	1
Pcer_024147-RA	1
Pcer_024164-RA	2
Pcer_024165-RA	4
Pcer_024198-RA	1
Pcer_024205-RA	1
Pcer_024218-RA	1
Pcer_024219-RA	1
Pcer_024220-RA	1
Pcer_024221-RA	1
Pcer_024222-RA	1
Pcer_024223-RA	1
Pcer_024230-RA	1
Pcer_024231-RA	2
Pcer_024251-RA	2
Pcer_024252-RA	1
Pcer_024253-RA	1
Pcer_024254-RA	1
Pcer_024256-RA	1
Pcer_024257-RA	1
Pcer_024281-RA	1
Pcer_024298-RA	2
Pcer_024314-RA	1
Pcer_024315-RA	1
Pcer_024330-RA	1
Pcer_024362-RA	2
Pcer_024364-RA	1
Pcer_024370-RA	1
Pcer_024374-RA	1
Pcer_024377-RA	1
Pcer_024378-RA	2
Pcer_024390-RA	1
Pcer_024392-RA	1
Pcer_024393-RA	1
Pcer_024406-RA	1
Pcer_024414-RA	1
Pcer_024424-RA	1
Pcer_024436-RA	1
Pcer_024437-RA	1
Pcer_024438-RA	1
Pcer_024446-RA	1
Pcer_024463-RA	1
Pcer_024467-RA	1
Pcer_024508-RA	1
Pcer_024509-RA	3
Pcer_024532-RA	1
Pcer_024538-RA	1
Pcer_024545-RA	1
Pcer_024546-RA	1
Pcer_024547-RA	1
Pcer_024548-RA	1
Pcer_024580-RA	1
Pcer_024581-RA	1
Pcer_024602-RA	1
Pcer_024606-RA	1
Pcer_024607-RA	1
Pcer_024616-RA	1
Pcer_024629-RA	1
Pcer_024631-RA	1
Pcer_024632-RA	1
Pcer_024643-RA	1
Pcer_024647-RA	1
Pcer_024652-RA	1
Pcer_024653-RA	1
Pcer_024654-RA	4
Pcer_024655-RA	2
Pcer_024656-RA	2
Pcer_024657-RA	4
Pcer_024658-RA	3
Pcer_024659-RA	2
Pcer_024660-RA	1
Pcer_024661-RA	2
Pcer_024662-RA	1
Pcer_024666-RA	4
Pcer_024672-RA	1
Pcer_024674-RA	1
Pcer_024675-RA	1
Pcer_024676-RA	1
Pcer_024681-RA	1
Pcer_024688-RA	1
Pcer_024689-RA	1
Pcer_024691-RA	1
Pcer_024705-RA	1
Pcer_024706-RA	1
Pcer_024738-RA	1
Pcer_024748-RA	1
Pcer_024749-RA	1
Pcer_024750-RA	1
Pcer_024781-RA	1
Pcer_024783-RA	3
Pcer_024784-RA	1
Pcer_024786-RA	1
Pcer_024788-RA	2
Pcer_024789-RA	1
Pcer_024790-RA	1
Pcer_024792-RA	1
Pcer_024804-RA	1
Pcer_024805-RA	1
Pcer_024806-RA	4
Pcer_024808-RA	2
Pcer_024811-RA	1
Pcer_024813-RA	1
Pcer_024814-RA	1
Pcer_024820-RA	1
Pcer_024823-RA	1
Pcer_024830-RA	1
Pcer_024883-RA	1
Pcer_024884-RA	1
Pcer_024890-RA	1
Pcer_024891-RA	1
Pcer_024893-RA	1
Pcer_024898-RA	1
Pcer_024908-RA	1
Pcer_024909-RA	1
Pcer_024916-RA	1
Pcer_024917-RA	2
Pcer_024921-RA	1
Pcer_024923-RA	1
Pcer_024926-RA	1
Pcer_024927-RA	1
Pcer_024940-RA	1
Pcer_024945-RA	1
Pcer_024946-RA	1
